Order ID,Order Date,Ship Date,Customer ID,Product ID,Quantity,Unit Price,Discount %,Sales,Cost,Profit,City,State,Region,Salesperson,Payment Mode
ORD101173,12-05-2025,18-05-2025,C0016,P104,5,1500,5.00,7125,4500,2625,Surat,Gujarat,West,Raj,Net Banking
ORD101174,22-06-2025,25-06-2025,C1124,P108,2,6500,5.00,12350,8600,3750,Patna,Bihar,East,Neha,Net Banking
ORD101175,10-12-2025,15-12-2025,C0958,P112,2,300,0.00,600,340,260,Chandigarh,Chandigarh,North,Neha,Debit Card
ORD101176,23-02-2025,01-03-2025,C0841,P104,4,1500,30.00,4200,3600,600,Jaipur,Rajasthan,North,Amit,Net Banking
ORD101177,24-03-2025,29-03-2025,C0530,P111,2,9500,0.00,19000,14400,4600,Mumbai,Maharashtra,West,Simran,Credit Card
ORD101178,27-03-2025,28-03-2025,C0688,P115,4,250,20.00,800,520,280,Bhubaneswar,Odisha,East,Neha,UPI
ORD101179,28-06-2025,05-07-2025,C0440,P107,4,3000,25.00,9000,8800,200,Mumbai,Maharashtra,West,Neha,Debit Card
ORD101180,01-11-2025,04-11-2025,C0806,P113,5,120,25.00,450,300,150,Bengaluru,Karnataka,South,Naveen,Net Banking
ORD101181,13-02-2025,19-02-2025,C0150,P112,5,300,5.00,1425,850,575,Mumbai,Maharashtra,West,Deepak,Cash
ORD101182,20-01-2025,24-01-2025,C0512,P112,1,300,0.00,300,170,130,Chennai,Tamil Nadu,South,Priya,UPI
ORD101183,13-06-2025,14-06-2025,C1141,P103,3,800,25.00,1800,1350,450,Patna,Bihar,East,Ritu,Net Banking
ORD101184,13-06-2025,15-06-2025,C0483,P115,1,250,10.00,225,130,95,Bhubaneswar,Odisha,East,Deepak,Debit Card
ORD101185,23-07-2025,26-07-2025,C0782,P103,2,800,25.00,1200,900,300,Chennai,Tamil Nadu,South,Ankit,Cash
ORD101186,29-12-2025,30-12-2025,C0043,P105,2,15000,0.00,30000,22000,8000,Mumbai,Maharashtra,West,Simran,Cash
ORD101187,11-11-2025,14-11-2025,C0418,P107,5,3000,25.00,11250,11000,250,Delhi,Delhi,North,Deepak,Debit Card
ORD101188,17-03-2025,20-03-2025,C0914,P109,5,8500,0.00,42500,30500,12000,Bhubaneswar,Odisha,East,Karan,Credit Card
ORD101189,12-08-2025,13-08-2025,C0755,P101,5,55000,10.00,247500,210000,37500,Chandigarh,Chandigarh,North,Ritu,Cash
ORD101190,01-03-2025,05-03-2025,C0903,P114,1,180,30.00,126,90,36,Delhi,Delhi,North,Karan,UPI
ORD101191,12-04-2025,17-04-2025,C0974,P102,2,12000,5.00,22800,18000,4800,Jaipur,Rajasthan,North,Neha,Cash
ORD101192,02-05-2025,08-05-2025,C1131,P107,4,3000,15.00,10200,8800,1400,Ahmedabad,Gujarat,West,Deepak,Credit Card
ORD101193,01-02-2025,07-02-2025,C1064,P109,2,8500,25.00,12750,12200,550,Pune,Maharashtra,West,Neha,Debit Card
ORD101194,15-07-2025,18-07-2025,C0178,P101,1,55000,20.00,44000,42000,2000,Mumbai,Maharashtra,West,Amit,Net Banking
ORD101195,15-01-2025,17-01-2025,C0149,P105,4,15000,5.00,57000,44000,13000,Patna,Bihar,East,Priya,Cash
ORD101196,04-09-2025,08-09-2025,C0341,P115,5,250,25.00,937.5,650,287.5,Indore,Madhya Pradesh,West,Ankit,UPI
ORD101197,16-12-2025,19-12-2025,C0570,P108,2,6500,0.00,13000,8600,4400,Surat,Gujarat,West,Ritu,Credit Card
ORD101198,06-10-2025,09-10-2025,C0573,P114,8,180,5.00,1368,720,648,Bhubaneswar,Odisha,East,Amit,Credit Card
ORD101199,01-07-2025,08-07-2025,C0343,P109,5,8500,5.00,40375,30500,9875,Noida,Uttar Pradesh,North,Ankit,Net Banking
ORD101200,13-04-2025,20-04-2025,C0211,P101,4,55000,5.00,209000,168000,41000,Kochi,Kerala,South,Karan,Debit Card
ORD101201,15-04-2025,16-04-2025,C0152,P115,3,250,0.00,750,390,360,Guwahati,Assam,East,Ritu,Credit Card
ORD101202,16-01-2025,21-01-2025,C0492,P106,2,2500,20.00,4000,3400,600,Ranchi,Jharkhand,East,Karan,Net Banking
ORD101203,27-06-2025,29-06-2025,C0980,P106,5,2500,5.00,11875,8500,3375,Delhi,Delhi,North,Raj,Cash
ORD101204,28-03-2025,02-04-2025,C0772,P112,3,300,0.00,900,510,390,Bhubaneswar,Odisha,East,Ankit,Net Banking
ORD101205,09-11-2025,11-11-2025,C0158,P108,5,6500,25.00,24375,21500,2875,Bengaluru,Karnataka,South,Neha,UPI
ORD101206,25-08-2025,26-08-2025,C0242,P115,5,250,30.00,875,650,225,Surat,Gujarat,West,Naveen,Debit Card
ORD101207,22-11-2025,29-11-2025,C0026,P111,1,9500,15.00,8075,7200,875,Hyderabad,Telangana,South,Amit,Debit Card
ORD101208,20-09-2025,21-09-2025,C0468,P106,3,2500,20.00,6000,5100,900,Chandigarh,Chandigarh,North,Ankit,Credit Card
ORD101209,26-06-2025,29-06-2025,C0351,P101,2,55000,10.00,99000,84000,15000,Kolkata,West Bengal,East,Ankit,UPI
ORD101210,17-06-2025,21-06-2025,C0131,P111,4,9500,15.00,32300,28800,3500,Chennai,Tamil Nadu,South,Ritu,UPI
ORD101211,04-10-2025,09-10-2025,C0799,P113,3,120,30.00,252,180,72,Mumbai,Maharashtra,West,Raj,Cash
ORD101212,09-05-2025,10-05-2025,C0890,P105,4,15000,0.00,60000,44000,16000,Hyderabad,Telangana,South,Naveen,Debit Card
ORD101213,02-04-2025,04-04-2025,C0441,P106,2,2500,0.00,5000,3400,1600,Jaipur,Rajasthan,North,Ritu,Debit Card
ORD101214,31-08-2025,04-09-2025,C1063,P107,2,3000,5.00,5700,4400,1300,Ahmedabad,Gujarat,West,Karan,Credit Card
ORD101215,14-03-2025,20-03-2025,C0236,P107,1,3000,10.00,2700,2200,500,Patna,Bihar,East,Naveen,Debit Card
ORD101216,16-10-2025,17-10-2025,C0863,P104,5,1500,5.00,7125,4500,2625,Hyderabad,Telangana,South,Raj,Cash
ORD101217,06-12-2025,08-12-2025,C0561,P113,7,120,10.00,756,420,336,Hyderabad,Telangana,South,Deepak,Net Banking
ORD101218,07-07-2025,09-07-2025,C1116,P108,2,6500,5.00,12350,8600,3750,Delhi,Delhi,North,Ankit,Credit Card
ORD101219,08-03-2025,10-03-2025,C0717,P111,3,9500,30.00,19950,21600,-1650,Ahmedabad,Gujarat,West,Karan,Debit Card
ORD101220,03-07-2025,08-07-2025,C0555,P101,3,55000,15.00,140250,126000,14250,Coimbatore,Tamil Nadu,South,Naveen,Debit Card
ORD101221,01-12-2025,03-12-2025,C0550,P103,1,800,10.00,720,450,270,Coimbatore,Tamil Nadu,South,Deepak,Cash
ORD101222,23-02-2025,02-03-2025,C0730,P105,1,15000,30.00,10500,11000,-500,Indore,Madhya Pradesh,West,Ritu,Cash
ORD101223,22-01-2025,27-01-2025,C0475,P112,4,300,20.00,960,680,280,Noida,Uttar Pradesh,North,Naveen,Cash
ORD101224,12-10-2025,19-10-2025,C0901,P106,4,2500,25.00,7500,6800,700,Hyderabad,Telangana,South,Raj,Cash
ORD101225,07-11-2025,08-11-2025,C1113,P112,4,300,25.00,900,680,220,Noida,Uttar Pradesh,North,Ritu,Credit Card
ORD101226,01-12-2025,06-12-2025,C0790,P115,3,250,30.00,525,390,135,Jaipur,Rajasthan,North,Neha,Cash
ORD101227,05-11-2025,12-11-2025,C0278,P109,6,8500,0.00,51000,36600,14400,Patna,Bihar,East,Simran,Credit Card
ORD101228,20-06-2025,22-06-2025,C0299,P102,5,12000,0.00,60000,45000,15000,Kolkata,West Bengal,East,Deepak,Net Banking
ORD101229,03-07-2025,08-07-2025,C1076,P105,4,15000,20.00,48000,44000,4000,Ahmedabad,Gujarat,West,Simran,Debit Card
ORD101230,04-03-2025,05-03-2025,C0685,P115,1,250,10.00,225,130,95,Coimbatore,Tamil Nadu,South,Ritu,UPI
ORD101231,03-03-2025,07-03-2025,C1028,P112,3,300,25.00,675,510,165,Surat,Gujarat,West,Neha,Cash
ORD101232,08-02-2025,13-02-2025,C0227,P108,4,6500,10.00,23400,17200,6200,Coimbatore,Tamil Nadu,South,Simran,UPI
ORD101233,03-05-2025,09-05-2025,C0918,P104,4,1500,30.00,4200,3600,600,Kochi,Kerala,South,Deepak,Net Banking
ORD101234,05-02-2025,08-02-2025,C0394,P105,4,15000,25.00,45000,44000,1000,Guwahati,Assam,East,Simran,Credit Card
ORD101235,13-08-2025,15-08-2025,C1081,P115,3,250,15.00,637.5,390,247.5,Coimbatore,Tamil Nadu,South,Simran,Credit Card
ORD101236,01-01-2025,07-01-2025,C1000,P112,5,300,5.00,1425,850,575,Noida,Uttar Pradesh,North,Priya,Credit Card
ORD101237,13-03-2025,15-03-2025,C0147,P102,1,12000,30.00,8400,9000,-600,Ranchi,Jharkhand,East,Simran,Credit Card
ORD101238,06-08-2025,07-08-2025,C0596,P106,4,2500,30.00,7000,6800,200,Jaipur,Rajasthan,North,Deepak,Cash
ORD101239,23-04-2025,25-04-2025,C0995,P114,3,180,15.00,459,270,189,Surat,Gujarat,West,Neha,Debit Card
ORD101240,13-08-2025,18-08-2025,C0138,P111,3,9500,25.00,21375,21600,-225,Guwahati,Assam,East,Ritu,Cash
ORD101241,06-05-2025,13-05-2025,C0985,P106,4,2500,0.00,10000,6800,3200,Guwahati,Assam,East,Deepak,Debit Card
ORD101242,16-06-2025,17-06-2025,C0321,P105,1,15000,5.00,14250,11000,3250,Noida,Uttar Pradesh,North,Neha,UPI
ORD101243,27-09-2025,02-10-2025,C0179,P115,4,250,0.00,1000,520,480,Hyderabad,Telangana,South,Raj,Credit Card
ORD101244,14-03-2025,16-03-2025,C0371,P105,1,15000,30.00,10500,11000,-500,Lucknow,Uttar Pradesh,North,Karan,Net Banking
ORD101245,06-10-2025,11-10-2025,C0507,P111,6,9500,25.00,42750,43200,-450,Coimbatore,Tamil Nadu,South,Simran,UPI
ORD101246,30-04-2025,05-05-2025,C1013,P112,5,300,5.00,1425,850,575,Chennai,Tamil Nadu,South,Ritu,Debit Card
ORD101247,23-09-2025,27-09-2025,C0566,P108,3,6500,0.00,19500,12900,6600,Mumbai,Maharashtra,West,Ankit,Debit Card
ORD101248,20-04-2025,25-04-2025,C0099,P112,1,300,10.00,270,170,100,Hyderabad,Telangana,South,Amit,Credit Card
ORD101249,11-05-2025,14-05-2025,C0487,P101,5,55000,0.00,275000,210000,65000,Chennai,Tamil Nadu,South,Priya,UPI
ORD101250,28-11-2025,04-12-2025,C0988,P109,1,8500,25.00,6375,6100,275,Surat,Gujarat,West,Neha,Cash
ORD101251,13-08-2025,14-08-2025,C0257,P113,5,120,30.00,420,300,120,Ranchi,Jharkhand,East,Simran,Cash
ORD101252,03-03-2025,06-03-2025,C0045,P108,3,6500,20.00,15600,12900,2700,Patna,Bihar,East,Deepak,UPI
ORD101253,08-10-2025,13-10-2025,C1184,P112,4,300,10.00,1080,680,400,Ahmedabad,Gujarat,West,Priya,Cash
ORD101254,29-05-2025,31-05-2025,C0514,P104,3,1500,5.00,4275,2700,1575,Lucknow,Uttar Pradesh,North,Priya,UPI
ORD101255,12-04-2025,13-04-2025,C0380,P113,2,120,5.00,228,120,108,Guwahati,Assam,East,Naveen,Cash
ORD101256,04-07-2025,10-07-2025,C0070,P108,2,6500,0.00,13000,8600,4400,Noida,Uttar Pradesh,North,Ankit,UPI
ORD101257,15-10-2025,20-10-2025,C0301,P109,8,8500,0.00,68000,48800,19200,Surat,Gujarat,West,Naveen,Credit Card
ORD101258,02-03-2025,04-03-2025,C0599,P102,1,12000,0.00,12000,9000,3000,Guwahati,Assam,East,Karan,Cash
ORD101259,21-07-2025,25-07-2025,C0793,P114,4,180,0.00,720,360,360,Delhi,Delhi,North,Ankit,Cash
ORD101260,12-01-2025,13-01-2025,C0104,P108,5,6500,10.00,29250,21500,7750,Kochi,Kerala,South,Amit,Debit Card
ORD101261,13-02-2025,15-02-2025,C1128,P102,5,12000,5.00,57000,45000,12000,Hyderabad,Telangana,South,Ritu,Credit Card
ORD101262,06-04-2025,09-04-2025,C0496,P109,5,8500,0.00,42500,30500,12000,Mumbai,Maharashtra,West,Naveen,Credit Card
ORD101263,18-11-2025,19-11-2025,C1084,P115,2,250,10.00,450,260,190,Bengaluru,Karnataka,South,Ankit,Cash
ORD101264,23-11-2025,29-11-2025,C0601,P111,7,9500,15.00,56525,50400,6125,Coimbatore,Tamil Nadu,South,Amit,Cash
ORD101265,14-12-2025,21-12-2025,C0166,P106,4,2500,20.00,8000,6800,1200,Surat,Gujarat,West,Ritu,Credit Card
ORD101266,29-07-2025,30-07-2025,C0814,P109,5,8500,0.00,42500,30500,12000,Ranchi,Jharkhand,East,Ritu,Net Banking
ORD101267,18-11-2025,20-11-2025,C0058,P109,5,8500,20.00,34000,30500,3500,Hyderabad,Telangana,South,Simran,UPI
ORD101268,23-04-2025,30-04-2025,C0686,P110,4,7000,15.00,23800,20000,3800,Noida,Uttar Pradesh,North,Ankit,Debit Card
ORD101269,12-01-2025,16-01-2025,C0305,P103,3,800,0.00,2400,1350,1050,Hyderabad,Telangana,South,Simran,UPI
ORD101270,26-12-2025,01-01-2026,C1049,P109,8,8500,0.00,68000,48800,19200,Hyderabad,Telangana,South,Karan,Cash
ORD101271,14-05-2025,15-05-2025,C0280,P113,2,120,10.00,216,120,96,Mumbai,Maharashtra,West,Simran,Cash
ORD101272,17-07-2025,20-07-2025,C0237,P106,5,2500,10.00,11250,8500,2750,Surat,Gujarat,West,Raj,Cash
ORD101273,21-06-2025,23-06-2025,C0052,P105,3,15000,20.00,36000,33000,3000,Noida,Uttar Pradesh,North,Ritu,Net Banking
ORD101274,26-12-2025,02-01-2026,C0804,P102,3,12000,25.00,27000,27000,0,Bhubaneswar,Odisha,East,Simran,Cash
ORD101275,13-09-2025,18-09-2025,C0401,P105,1,15000,25.00,11250,11000,250,Mumbai,Maharashtra,West,Naveen,Debit Card
ORD101276,07-03-2025,14-03-2025,C0133,P110,3,7000,25.00,15750,15000,750,Coimbatore,Tamil Nadu,South,Simran,Net Banking
ORD101277,28-11-2025,05-12-2025,C0145,P107,1,3000,30.00,2100,2200,-100,Mumbai,Maharashtra,West,Ankit,Debit Card
ORD101278,04-09-2025,11-09-2025,C1194,P101,1,55000,5.00,52250,42000,10250,Patna,Bihar,East,Ankit,Debit Card
ORD101279,01-01-2025,05-01-2025,C0572,P102,4,12000,10.00,43200,36000,7200,Guwahati,Assam,East,Ankit,Debit Card
ORD101280,22-04-2025,27-04-2025,C0021,P107,2,3000,10.00,5400,4400,1000,Surat,Gujarat,West,Deepak,Debit Card
ORD101281,10-04-2025,11-04-2025,C0346,P111,3,9500,30.00,19950,21600,-1650,Patna,Bihar,East,Simran,Cash
ORD101282,30-10-2025,03-11-2025,C0059,P105,5,15000,20.00,60000,55000,5000,Chennai,Tamil Nadu,South,Priya,Cash
ORD101283,13-02-2025,16-02-2025,C0350,P107,3,3000,5.00,8550,6600,1950,Patna,Bihar,East,Simran,Credit Card
ORD101284,12-04-2025,18-04-2025,C1133,P101,2,55000,25.00,82500,84000,-1500,Surat,Gujarat,West,Deepak,UPI
ORD101285,03-05-2025,09-05-2025,C0177,P108,3,6500,0.00,19500,12900,6600,Mumbai,Maharashtra,West,Amit,UPI
ORD101286,23-07-2025,27-07-2025,C0546,P107,4,3000,5.00,11400,8800,2600,Mumbai,Maharashtra,West,Deepak,Net Banking
ORD101287,11-07-2025,18-07-2025,C0173,P103,2,800,20.00,1280,900,380,Kolkata,West Bengal,East,Raj,UPI
ORD101288,29-05-2025,31-05-2025,C0662,P111,4,9500,10.00,34200,28800,5400,Ahmedabad,Gujarat,West,Priya,UPI
ORD101289,23-07-2025,25-07-2025,C0527,P113,3,120,30.00,252,180,72,Pune,Maharashtra,West,Karan,Debit Card
ORD101290,20-06-2025,21-06-2025,C0268,P107,3,3000,20.00,7200,6600,600,Kochi,Kerala,South,Karan,Net Banking
ORD101291,18-03-2025,19-03-2025,C0168,P101,3,55000,10.00,148500,126000,22500,Coimbatore,Tamil Nadu,South,Ritu,Debit Card
ORD101292,08-03-2025,11-03-2025,C0458,P104,3,1500,0.00,4500,2700,1800,Chennai,Tamil Nadu,South,Neha,Debit Card
ORD101293,20-12-2025,23-12-2025,C0055,P102,4,12000,10.00,43200,36000,7200,Patna,Bihar,East,Priya,Credit Card
ORD101294,09-11-2025,16-11-2025,C0797,P104,1,1500,15.00,1275,900,375,Kochi,Kerala,South,Deepak,Net Banking
ORD101295,05-05-2025,09-05-2025,C1040,P110,2,7000,10.00,12600,10000,2600,Kochi,Kerala,South,Simran,UPI
ORD101296,24-09-2025,29-09-2025,C0955,P111,1,9500,0.00,9500,7200,2300,Ahmedabad,Gujarat,West,Deepak,Debit Card
ORD101297,13-02-2025,18-02-2025,C0854,P107,4,3000,0.00,12000,8800,3200,Jaipur,Rajasthan,North,Amit,Net Banking
ORD101298,04-09-2025,06-09-2025,C0187,P107,2,3000,15.00,5100,4400,700,Ranchi,Jharkhand,East,Simran,Cash
ORD101299,03-03-2025,09-03-2025,C0579,P104,5,1500,25.00,5625,4500,1125,Patna,Bihar,East,Raj,Debit Card
ORD101300,30-03-2025,05-04-2025,C0968,P101,4,55000,10.00,198000,168000,30000,Hyderabad,Telangana,South,Priya,Cash
ORD101301,16-10-2025,19-10-2025,C0449,P102,1,12000,25.00,9000,9000,0,Guwahati,Assam,East,Amit,Credit Card
ORD101302,08-10-2025,14-10-2025,C0983,P109,3,8500,30.00,17850,18300,-450,Kolkata,West Bengal,East,Ankit,Credit Card
ORD101303,14-04-2025,16-04-2025,C1187,P107,2,3000,20.00,4800,4400,400,Jaipur,Rajasthan,North,Amit,UPI
ORD101304,09-11-2025,13-11-2025,C0349,P107,4,3000,20.00,9600,8800,800,Lucknow,Uttar Pradesh,North,Deepak,Credit Card
ORD101305,23-11-2025,28-11-2025,C0336,P109,6,8500,20.00,40800,36600,4200,Kochi,Kerala,South,Naveen,Debit Card
ORD101306,24-02-2025,26-02-2025,C1089,P107,3,3000,25.00,6750,6600,150,Surat,Gujarat,West,Ankit,Credit Card
ORD101307,06-08-2025,09-08-2025,C0076,P115,4,250,30.00,700,520,180,Delhi,Delhi,North,Ankit,Cash
ORD101308,28-03-2025,01-04-2025,C0140,P104,4,1500,10.00,5400,3600,1800,Hyderabad,Telangana,South,Raj,Credit Card
ORD101309,16-11-2025,23-11-2025,C1026,P111,6,9500,5.00,54150,43200,10950,Coimbatore,Tamil Nadu,South,Priya,Debit Card
ORD101310,04-04-2025,07-04-2025,C0785,P112,1,300,30.00,210,170,40,Guwahati,Assam,East,Karan,Debit Card
ORD101311,11-04-2025,12-04-2025,C0384,P104,4,1500,20.00,4800,3600,1200,Hyderabad,Telangana,South,Naveen,Credit Card
ORD101312,18-11-2025,23-11-2025,C1109,P109,2,8500,15.00,14450,12200,2250,Bhubaneswar,Odisha,East,Karan,Cash
ORD101313,31-01-2025,07-02-2025,C0033,P113,2,120,15.00,204,120,84,Kolkata,West Bengal,East,Ritu,UPI
ORD101314,16-09-2025,17-09-2025,C0609,P115,3,250,25.00,562.5,390,172.5,Mumbai,Maharashtra,West,Raj,Cash
ORD101315,22-12-2025,23-12-2025,C0699,P114,5,180,10.00,810,450,360,Kolkata,West Bengal,East,Simran,Cash
ORD101316,22-11-2025,28-11-2025,C0207,P105,5,15000,5.00,71250,55000,16250,Noida,Uttar Pradesh,North,Deepak,Credit Card
ORD101317,03-08-2025,10-08-2025,C1097,P103,5,800,20.00,3200,2250,950,Surat,Gujarat,West,Karan,Debit Card
ORD101318,14-04-2025,15-04-2025,C0559,P114,4,180,0.00,720,360,360,Lucknow,Uttar Pradesh,North,Naveen,Net Banking
ORD101319,24-01-2025,29-01-2025,C1011,P109,2,8500,20.00,13600,12200,1400,Guwahati,Assam,East,Simran,Debit Card
ORD101320,21-07-2025,28-07-2025,C0969,P101,4,55000,30.00,154000,168000,-14000,Noida,Uttar Pradesh,North,Priya,UPI
ORD101321,09-07-2025,14-07-2025,C0857,P112,1,300,20.00,240,170,70,Lucknow,Uttar Pradesh,North,Priya,Debit Card
ORD101322,29-01-2025,30-01-2025,C0036,P101,3,55000,5.00,156750,126000,30750,Guwahati,Assam,East,Priya,Credit Card
ORD101323,21-05-2025,28-05-2025,C0121,P113,2,120,10.00,216,120,96,Pune,Maharashtra,West,Priya,Cash
ORD101324,03-04-2025,09-04-2025,C0457,P107,3,3000,25.00,6750,6600,150,Delhi,Delhi,North,Priya,Debit Card
ORD101325,30-07-2025,05-08-2025,C1022,P115,2,250,20.00,400,260,140,Surat,Gujarat,West,Neha,Net Banking
ORD101326,09-07-2025,13-07-2025,C1114,P104,5,1500,30.00,5250,4500,750,Coimbatore,Tamil Nadu,South,Ritu,Net Banking
ORD101327,30-06-2025,03-07-2025,C0746,P114,5,180,5.00,855,450,405,Surat,Gujarat,West,Amit,UPI
ORD101328,12-01-2025,14-01-2025,C0847,P101,2,55000,25.00,82500,84000,-1500,Chennai,Tamil Nadu,South,Amit,UPI
ORD101329,15-04-2025,16-04-2025,C0143,P103,2,800,10.00,1440,900,540,Guwahati,Assam,East,Neha,Debit Card
ORD101330,16-05-2025,21-05-2025,C0151,P109,5,8500,30.00,29750,30500,-750,Delhi,Delhi,North,Ankit,Credit Card
ORD101331,21-07-2025,25-07-2025,C0815,P103,3,800,30.00,1680,1350,330,Lucknow,Uttar Pradesh,North,Priya,Cash
ORD101332,14-08-2025,16-08-2025,C0808,P102,1,12000,30.00,8400,9000,-600,Chandigarh,Chandigarh,North,Neha,Net Banking
ORD101333,05-02-2025,12-02-2025,C0937,P115,4,250,5.00,950,520,430,Lucknow,Uttar Pradesh,North,Karan,Cash
ORD101334,01-06-2025,03-06-2025,C0358,P108,3,6500,15.00,16575,12900,3675,Jaipur,Rajasthan,North,Amit,UPI
ORD101335,23-09-2025,24-09-2025,C0114,P102,1,12000,5.00,11400,9000,2400,Pune,Maharashtra,West,Ritu,Net Banking
ORD101336,24-12-2025,30-12-2025,C0320,P107,2,3000,5.00,5700,4400,1300,Guwahati,Assam,East,Simran,Credit Card
ORD101337,31-08-2025,03-09-2025,C1181,P115,5,250,10.00,1125,650,475,Pune,Maharashtra,West,Raj,Cash
ORD101338,09-01-2025,10-01-2025,C0174,P102,2,12000,30.00,16800,18000,-1200,Kochi,Kerala,South,Raj,Credit Card
ORD101339,10-06-2025,17-06-2025,C0556,P110,3,7000,0.00,21000,15000,6000,Chandigarh,Chandigarh,North,Deepak,Cash
ORD101340,21-01-2025,25-01-2025,C0155,P102,5,12000,0.00,60000,45000,15000,Jaipur,Rajasthan,North,Raj,UPI
ORD101341,18-11-2025,19-11-2025,C0977,P104,1,1500,30.00,1050,900,150,Pune,Maharashtra,West,Raj,Debit Card
ORD101342,23-08-2025,28-08-2025,C0087,P102,4,12000,20.00,38400,36000,2400,Kolkata,West Bengal,East,Karan,Credit Card
ORD101343,27-03-2025,30-03-2025,C0443,P113,1,120,5.00,114,60,54,Indore,Madhya Pradesh,West,Raj,Debit Card
ORD101344,13-05-2025,19-05-2025,C1036,P108,2,6500,30.00,9100,8600,500,Patna,Bihar,East,Simran,Cash
ORD101345,28-04-2025,04-05-2025,C0576,P107,4,3000,15.00,10200,8800,1400,Indore,Madhya Pradesh,West,Priya,Net Banking
ORD101346,09-07-2025,14-07-2025,C0309,P101,2,55000,20.00,88000,84000,4000,Coimbatore,Tamil Nadu,South,Ritu,Debit Card
ORD101347,12-01-2025,15-01-2025,C1023,P113,2,120,0.00,240,120,120,Ahmedabad,Gujarat,West,Neha,Net Banking
ORD101348,09-06-2025,16-06-2025,C0062,P106,3,2500,25.00,5625,5100,525,Indore,Madhya Pradesh,West,Priya,UPI
ORD101349,16-12-2025,20-12-2025,C0072,P102,3,12000,20.00,28800,27000,1800,Hyderabad,Telangana,South,Amit,Net Banking
ORD101350,01-02-2025,06-02-2025,C0221,P105,2,15000,20.00,24000,22000,2000,Hyderabad,Telangana,South,Ankit,Net Banking
ORD101351,01-09-2025,04-09-2025,C0253,P115,2,250,10.00,450,260,190,Pune,Maharashtra,West,Naveen,UPI
ORD101352,11-09-2025,15-09-2025,C0771,P110,4,7000,0.00,28000,20000,8000,Bhubaneswar,Odisha,East,Priya,Credit Card
ORD101353,24-07-2025,31-07-2025,C0134,P110,4,7000,15.00,23800,20000,3800,Delhi,Delhi,North,Deepak,Net Banking
ORD101354,28-05-2025,04-06-2025,C0122,P103,5,800,10.00,3600,2250,1350,Ahmedabad,Gujarat,West,Naveen,Debit Card
ORD101355,11-02-2025,14-02-2025,C0536,P108,5,6500,10.00,29250,21500,7750,Pune,Maharashtra,West,Deepak,Debit Card
ORD101356,27-02-2025,06-03-2025,C0198,P113,5,120,25.00,450,300,150,Noida,Uttar Pradesh,North,Raj,Net Banking
ORD101357,26-11-2025,03-12-2025,C0704,P110,5,7000,15.00,29750,25000,4750,Chennai,Tamil Nadu,South,Neha,UPI
ORD101358,15-03-2025,20-03-2025,C0987,P112,1,300,0.00,300,170,130,Surat,Gujarat,West,Ankit,Credit Card
ORD101359,25-08-2025,30-08-2025,C0637,P102,2,12000,20.00,19200,18000,1200,Jaipur,Rajasthan,North,Karan,Net Banking
ORD101360,25-07-2025,01-08-2025,C0526,P112,1,300,15.00,255,170,85,Chandigarh,Chandigarh,North,Naveen,UPI
ORD101361,09-08-2025,11-08-2025,C0705,P109,2,8500,20.00,13600,12200,1400,Chandigarh,Chandigarh,North,Karan,Cash
ORD101362,17-01-2025,22-01-2025,C0681,P114,2,180,15.00,306,180,126,Chandigarh,Chandigarh,North,Ankit,Credit Card
ORD101363,17-03-2025,24-03-2025,C0657,P111,2,9500,20.00,15200,14400,800,Kochi,Kerala,South,Raj,Cash
ORD101364,24-05-2025,28-05-2025,C0541,P102,3,12000,15.00,30600,27000,3600,Jaipur,Rajasthan,North,Raj,Net Banking
ORD101365,24-07-2025,31-07-2025,C0722,P114,5,180,10.00,810,450,360,Coimbatore,Tamil Nadu,South,Naveen,Debit Card
ORD101366,01-09-2025,03-09-2025,C1070,P113,2,120,15.00,204,120,84,Mumbai,Maharashtra,West,Priya,Cash
ORD101367,15-07-2025,22-07-2025,C1132,P102,3,12000,5.00,34200,27000,7200,Jaipur,Rajasthan,North,Raj,Debit Card
ORD101368,17-02-2025,18-02-2025,C0090,P113,3,120,0.00,360,180,180,Lucknow,Uttar Pradesh,North,Karan,Credit Card
ORD101369,05-10-2025,09-10-2025,C0953,P105,3,15000,30.00,31500,33000,-1500,Kolkata,West Bengal,East,Neha,Net Banking
ORD101370,13-05-2025,16-05-2025,C0202,P112,3,300,0.00,900,510,390,Hyderabad,Telangana,South,Simran,Credit Card
ORD101371,10-01-2025,16-01-2025,C0606,P101,5,55000,30.00,192500,210000,-17500,Hyderabad,Telangana,South,Ritu,Net Banking
ORD101372,22-10-2025,28-10-2025,C1139,P103,4,800,10.00,2880,1800,1080,Pune,Maharashtra,West,Amit,Debit Card
ORD101373,20-12-2025,26-12-2025,C0287,P107,7,3000,25.00,15750,15400,350,Pune,Maharashtra,West,Priya,Debit Card
ORD101374,13-12-2025,18-12-2025,C0711,P112,2,300,10.00,540,340,200,Lucknow,Uttar Pradesh,North,Neha,Debit Card
ORD101375,03-01-2025,10-01-2025,C0844,P115,1,250,20.00,200,130,70,Jaipur,Rajasthan,North,Neha,Credit Card
ORD101376,20-11-2025,25-11-2025,C0972,P103,4,800,20.00,2560,1800,760,Chennai,Tamil Nadu,South,Raj,Credit Card
ORD101377,28-07-2025,04-08-2025,C1093,P101,5,55000,10.00,247500,210000,37500,Pune,Maharashtra,West,Karan,Credit Card
